transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour,day_of_week,is_weekend,is_late_night,amount_deviation,transactions_last_1h,recipient_repeat_count,previous_device,previous_location,device_changed,location_changed,fraud_label,user_avg_amount,user_median_amount,user_max_amount,user_transaction_count
TXN_008765,2026-09-18 18:39:52.117962,USER_0245,USER_0714,314.17,Healthcare,P2M,Hyderabad,Android,PhonePe,18,4,0,0,0.6252540240280748,0.0,0,Android,Pune,0,1,0,502.46777777777777,533.36,788.89,9
TXN_000521,2026-09-13 01:15:52.117962,USER_0246,USER_0670,242.95,Food,P2M,Mumbai,iOS,PhonePe,1,6,1,1,0.7646597822631662,0.0,0,,,0,0,0,317.723,191.735,1084.04,10
TXN_002651,2026-09-14 12:45:52.117962,USER_0246,USER_0257,95.28,Healthcare,P2M,Pune,iOS,Other,12,0,0,0,0.2998838610991335,0.0,0,iOS,Mumbai,0,1,0,317.723,191.735,1084.04,10
TXN_003402,2026-09-15 01:16:52.117962,USER_0246,USER_0421,23.88,Bills,P2P,Delhi,Android,PhonePe,1,1,0,1,0.07515980901602969,0.0,0,iOS,Pune,1,1,0,317.723,191.735,1084.04,10
TXN_004818,2026-09-16 00:52:52.117962,USER_0246,USER_0756,557.04,Travel,P2P,Delhi,iOS,Google Pay,0,2,0,1,1.7532252937307022,0.0,0,Android,Delhi,1,0,0,317.723,191.735,1084.04,10
TXN_007328,2026-09-17 18:42:52.117962,USER_0246,USER_0025,140.52,Grocery,P2M,Delhi,iOS,PhonePe,18,3,0,0,0.44227204199884806,0.0,0,iOS,Delhi,0,0,0,317.723,191.735,1084.04,10
TXN_007971,2026-09-18 05:25:52.117962,USER_0246,USER_0039,365.07,Travel,P2M,Mumbai,Android,Google Pay,5,4,0,1,1.1490197436131473,0.0,0,iOS,Delhi,1,1,0,317.723,191.735,1084.04,10
TXN_008323,2026-09-18 11:17:52.117962,USER_0246,USER_0830,139.53,Education,P2M,Hyderabad,iOS,Paytm,11,4,0,0,0.439156120268284,0.0,0,Android,Mumbai,1,1,0,317.723,191.735,1084.04,10
TXN_008446,2026-09-18 13:20:52.117962,USER_0246,USER_0642,108.7,Food,P2P,Pune,Web,BHIM,13,4,0,0,0.34212191122455726,0.0,0,iOS,Hyderabad,1,1,0,317.723,191.735,1084.04,10
TXN_009765,2026-09-19 11:19:52.117962,USER_0246,USER_0539,1084.04,Entertainment,P2M,Hyderabad,Web,Google Pay,11,5,1,0,3.4119028210107545,0.0,0,Web,Pune,0,1,0,317.723,191.735,1084.04,10
TXN_009898,2026-09-19 13:32:52.117962,USER_0246,USER_0192,420.22,Shopping,P2M,Delhi,Web,Other,13,5,1,0,1.3225986157753766,0.0,0,Web,Hyderabad,0,1,0,317.723,191.735,1084.04,10
TXN_000303,2026-09-12 21:37:52.117962,USER_0247,USER_0231,1018.48,Travel,P2M,Pune,iOS,PhonePe,21,5,1,0,1.525514106601854,0.0,0,,,0,0,0,667.6306666666666,423.43,2510.27,15
TXN_000638,2026-09-13 03:12:52.117962,USER_0247,USER_0954,558.55,Food,P2P,Delhi,iOS,Paytm,3,6,1,1,0.8366152543422212,0.0,0,iOS,Pune,0,1,0,667.6306666666666,423.43,2510.27,15
TXN_004148,2026-09-15 13:42:52.117962,USER_0247,USER_0018,1324.6,Entertainment,P2M,Kolkata,Web,Other,13,1,0,0,1.9840310910423529,0.0,0,iOS,Delhi,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_005468,2026-09-16 11:42:52.117962,USER_0247,USER_0873,309.45,Food,P2P,Hyderabad,iOS,BHIM,11,2,0,0,0.4635047720995441,0.0,0,Web,Kolkata,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_005525,2026-09-16 12:39:52.117962,USER_0247,USER_0646,404.54,Education,P2M,Hyderabad,Web,Paytm,12,2,0,0,0.6059338196967187,1.0,0,iOS,Hyderabad,1,0,0,667.6306666666666,423.43,2510.27,15
TXN_006271,2026-09-17 01:05:52.117962,USER_0247,USER_0825,223.03,Food,P2M,Jaipur,Web,Google Pay,1,3,0,1,0.3340619464254688,0.0,0,Web,Hyderabad,1,1,1,667.6306666666666,423.43,2510.27,15
TXN_006302,2026-09-17 01:36:52.117962,USER_0247,USER_0384,871.57,Healthcare,P2M,Hyderabad,Android,BHIM,1,3,0,1,1.3054672942924535,1.0,0,Web,Jaipur,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_006946,2026-09-17 12:20:52.117962,USER_0247,USER_0649,120.03,Healthcare,P2P,Pune,iOS,BHIM,12,3,0,0,0.17978503084539757,0.0,0,Android,Hyderabad,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_007043,2026-09-17 13:57:52.117962,USER_0247,USER_0516,212.33,Healthcare,P2M,Hyderabad,iOS,Google Pay,13,3,0,0,0.31803512121472355,0.0,0,iOS,Pune,0,1,0,667.6306666666666,423.43,2510.27,15
TXN_007247,2026-09-17 17:21:52.117962,USER_0247,USER_0685,205.79,Healthcare,P2M,Bangalore,Web,Paytm,17,3,0,0,0.3082392859924549,0.0,0,iOS,Hyderabad,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_007432,2026-09-17 20:26:52.117962,USER_0247,USER_0216,2510.27,Shopping,P2M,Chennai,iOS,Other,20,3,0,0,3.759968086147431,0.0,0,Web,Bangalore,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_008131,2026-09-18 08:05:52.117962,USER_0247,USER_0322,306.53,Shopping,P2M,Mumbai,Web,Google Pay,8,4,0,0,0.45913109643455563,0.0,0,iOS,Chennai,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_008887,2026-09-18 20:41:52.117962,USER_0247,USER_0726,423.43,Travel,P2M,Bangalore,Web,BHIM,20,4,0,0,0.6342279064472773,0.0,0,Web,Mumbai,0,1,0,667.6306666666666,423.43,2510.27,15
TXN_009133,2026-09-19 00:47:52.117962,USER_0247,USER_0203,726.4,Healthcare,P2P,Delhi,Android,PhonePe,0,5,1,1,1.0880267133724635,0.0,0,Web,Bangalore,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_009624,2026-09-19 08:58:52.117962,USER_0247,USER_0316,799.46,Healthcare,P2M,Pune,Web,PhonePe,8,5,1,0,1.197458475045085,0.0,0,Android,Delhi,1,1,0,667.6306666666666,423.43,2510.27,15
TXN_003194,2026-09-14 21:48:52.117962,USER_0248,USER_0779,181.89,Bills,P2P,Mumbai,Web,Paytm,21,0,0,0,0.32762740765646764,0.0,0,,,0,0,0,555.1733333333333,441.31,1663.54,9
TXN_004227,2026-09-15 15:01:52.117962,USER_0248,USER_0048,132.68,Bills,P2P,Jaipur,iOS,Other,15,1,0,0,0.2389884240357366,0.0,0,Web,Mumbai,1,1,0,555.1733333333333,441.31,1663.54,9
TXN_005384,2026-09-16 10:18:52.117962,USER_0248,USER_0315,1045.01,Grocery,P2M,Hyderabad,Web,Other,10,2,0,0,1.8823130313655796,0.0,0,iOS,Jaipur,1,1,0,555.1733333333333,441.31,1663.54,9
TXN_005647,2026-09-16 14:41:52.117962,USER_0248,USER_0811,441.31,Food,P2M,Chennai,Web,Other,14,2,0,0,0.7949048945674625,0.0,0,Web,Hyderabad,0,1,0,555.1733333333333,441.31,1663.54,9
TXN_006012,2026-09-16 20:46:52.117962,USER_0248,USER_0036,1663.54,Shopping,P2M,Mumbai,Android,Google Pay,20,2,0,0,2.9964335462798406,0.0,0,Web,Chennai,1,1,0,555.1733333333333,441.31,1663.54,9
TXN_006062,2026-09-16 21:36:52.117962,USER_0248,USER_0940,452.87,Education,P2P,Hyderabad,Web,Paytm,21,2,0,0,0.8157272203275855,1.0,0,Android,Mumbai,1,1,0,555.1733333333333,441.31,1663.54,9
TXN_007685,2026-09-18 00:39:52.117962,USER_0248,USER_0007,126.34,Healthcare,P2P,Kolkata,Android,Paytm,0,4,0,1,0.2275685671742159,0.0,0,Web,Hyderabad,1,1,0,555.1733333333333,441.31,1663.54,9
TXN_009293,2026-09-19 03:27:52.117962,USER_0248,USER_0502,760.16,Travel,P2M,Mumbai,iOS,Paytm,3,5,1,1,1.3692300302608196,0.0,0,Android,Kolkata,1,1,0,555.1733333333333,441.31,1663.54,9
TXN_009918,2026-09-19 13:52:52.117962,USER_0248,USER_0850,192.76,Healthcare,P2P,Mumbai,Web,BHIM,13,5,1,0,0.34720687833229263,0.0,0,iOS,Mumbai,1,0,0,555.1733333333333,441.31,1663.54,9
TXN_001110,2026-09-13 11:04:52.117962,USER_0249,USER_0984,1356.96,Food,P2M,Bangalore,Web,Paytm,11,6,1,0,2.5366393491655197,0.0,0,,,0,0,0,534.9440000000001,181.44,1356.96,5
TXN_001192,2026-09-13 12:26:52.117962,USER_0249,USER_0096,156.24,Travel,P2M,Mumbai,iOS,Other,12,6,1,0,0.2920679547765747,0.0,0,Web,Bangalore,1,1,0,534.9440000000001,181.44,1356.96,5
TXN_007508,2026-09-17 21:42:52.117962,USER_0249,USER_0321,181.44,Healthcare,P2M,Pune,Android,Google Pay,21,3,0,0,0.3391756894179577,0.0,0,iOS,Mumbai,1,1,0,534.9440000000001,181.44,1356.96,5
TXN_008626,2026-09-18 16:20:52.117962,USER_0249,USER_0273,132.44,Healthcare,P2P,Chennai,Web,PhonePe,16,4,0,0,0.2475773165041574,0.0,0,Android,Pune,1,1,0,534.9440000000001,181.44,1356.96,5
TXN_008792,2026-09-18 19:06:52.117962,USER_0249,USER_0465,847.64,Shopping,P2M,Kolkata,Android,Google Pay,19,4,0,0,1.5845396901357898,0.0,0,Web,Chennai,1,1,0,534.9440000000001,181.44,1356.96,5
TXN_001066,2026-09-13 10:20:52.117962,USER_0250,USER_0590,887.26,Shopping,P2M,Hyderabad,iOS,BHIM,10,6,1,0,1.3286064576509125,0.0,0,,,0,0,0,667.8125,493.915,1842.35,8
TXN_001985,2026-09-14 01:39:52.117962,USER_0250,USER_0579,641.34,Food,P2M,Mumbai,Android,BHIM,1,0,0,1,0.9603593823116519,0.0,0,iOS,Hyderabad,1,1,0,667.8125,493.915,1842.35,8
TXN_002636,2026-09-14 12:30:52.117962,USER_0250,USER_0788,346.49,Shopping,P2P,Bangalore,Android,Google Pay,12,0,0,0,0.5188432381843706,0.0,0,Android,Mumbai,0,1,0,667.8125,493.915,1842.35,8
TXN_003921,2026-09-15 09:55:52.117962,USER_0250,USER_0049,191.88,Shopping,P2M,Bangalore,iOS,BHIM,9,1,0,0,0.28732615816565277,0.0,0,Android,Bangalore,1,0,0,667.8125,493.915,1842.35,8
TXN_004529,2026-09-15 20:03:52.117962,USER_0250,USER_0364,59.54,Bills,P2M,Chennai,Web,Paytm,20,1,0,0,0.08915676181562938,0.0,0,iOS,Bangalore,1,1,0,667.8125,493.915,1842.35,8
TXN_006479,2026-09-17 04:33:52.117962,USER_0250,USER_0630,1842.35,Shopping,P2P,Pune,Android,PhonePe,4,3,0,1,2.7587833411324283,0.0,0,Web,Chennai,1,1,0,667.8125,493.915,1842.35,8
TXN_007288,2026-09-17 18:02:52.117962,USER_0250,USER_0329,1114.19,Healthcare,P2M,Delhi,Web,PhonePe,18,3,0,0,1.6684174075807208,0.0,0,Android,Pune,1,1,0,667.8125,493.915,1842.35,8
TXN_007347,2026-09-17 19:01:52.117962,USER_0250,USER_0398,259.45,Food,P2M,Chennai,iOS,Other,19,3,0,0,0.3885072531586336,1.0,0,Web,Delhi,1,1,0,667.8125,493.915,1842.35,8
TXN_001000,2026-09-13 09:14:52.117962,USER_0251,USER_0335,234.52,Grocery,P2M,Pune,Web,Google Pay,9,6,1,0,0.36005864847506286,0.0,0,,,0,0,0,651.3383333333334,437.88,2284.11,12
TXN_002048,2026-09-14 02:42:52.117962,USER_0251,USER_0745,283.16,Education,P2M,Pune,Android,BHIM,2,0,0,1,0.4347356596546086,0.0,0,Web,Pune,1,0,0,651.3383333333334,437.88,2284.11,12
TXN_002201,2026-09-14 05:15:52.117962,USER_0251,USER_0850,345.79,Healthcare,P2M,Bangalore,Android,PhonePe,5,0,0,1,0.5308915233506396,0.0,0,Android,Pune,0,1,0,651.3383333333334,437.88,2284.11,12
TXN_002550,2026-09-14 11:04:52.117962,USER_0251,USER_0935,1116.25,Food,P2M,Mumbai,iOS,Other,11,0,0,0,1.7137790651555898,0.0,0,Android,Bangalore,1,1,0,651.3383333333334,437.88,2284.11,12
TXN_002749,2026-09-14 14:23:52.117962,USER_0251,USER_0857,1049.78,Entertainment,P2M,Kolkata,Web,PhonePe,14,0,0,0,1.6117276479453841,0.0,0,iOS,Mumbai,1,1,0,651.3383333333334,437.88,2284.11,12
TXN_002778,2026-09-14 14:52:52.117962,USER_0251,USER_0539,708.03,Bills,P2M,Mumbai,Android,BHIM,14,0,0,0,1.0870387381877824,1.0,0,Web,Kolkata,1,1,0,651.3383333333334,437.88,2284.11,12
TXN_004269,2026-09-15 15:43:52.117962,USER_0251,USER_0144,2284.11,Shopping,P2M,Kolkata,iOS,BHIM,15,1,0,0,3.506794983661845,0.0,0,Android,Mumbai,1,1,0,651.3383333333334,437.88,2284.11,12
TXN_006366,2026-09-17 02:40:52.117962,USER_0251,USER_0654,438.22,Entertainment,P2P,Kolkata,Android,Google Pay,2,3,0,1,0.6727993387972968,0.0,0,iOS,Kolkata,1,0,0,651.3383333333334,437.88,2284.11,12
TXN_007667,2026-09-18 00:21:52.117962,USER_0251,USER_0080,628.82,Entertainment,P2P,Kolkata,Web,Other,1,4,0,1,0.965427593953987,0.0,0,Android,Kolkata,1,0,1,651.3383333333334,437.88,2284.11,12
TXN_008113,2026-09-18 07:47:52.117962,USER_0251,USER_0549,166.36,Shopping,P2M,Hyderabad,Web,Other,7,4,0,0,0.25541257359846264,0.0,0,Web,Kolkata,0,1,0,651.3383333333334,437.88,2284.11,12
TXN_008520,2026-09-18 14:34:52.117962,USER_0251,USER_0489,123.48,Entertainment,P2P,Hyderabad,Web,Paytm,14,4,0,0,0.18957889269017894,0.0,0,Web,Hyderabad,0,0,0,651.3383333333334,437.88,2284.11,12
TXN_009234,2026-09-19 02:28:52.117962,USER_0251,USER_0045,437.54,Education,P2M,Bangalore,Web,BHIM,2,5,1,1,0.6717553345291617,0.0,0,Web,Hyderabad,0,1,0,651.3383333333334,437.88,2284.11,12
TXN_000113,2026-09-12 18:27:52.117962,USER_0252,USER_0547,234.07,Travel,P2P,Pune,Web,PhonePe,18,5,1,0,0.3112660573232032,0.0,0,,,0,0,0,751.9933333333333,671.9,1405.03,6
TXN_000871,2026-09-13 07:05:52.117962,USER_0252,USER_0737,375.25,Shopping,P2M,Hyderabad,Android,PhonePe,7,6,1,0,0.49900708339612937,0.0,0,Web,Pune,1,1,0,751.9933333333333,671.9,1405.03,6
TXN_005208,2026-09-16 07:22:52.117962,USER_0252,USER_0057,968.55,Healthcare,P2P,Bangalore,Web,BHIM,7,2,0,0,1.2879768437663455,0.0,0,Android,Hyderabad,1,1,0,751.9933333333333,671.9,1405.03,6
TXN_005434,2026-09-16 11:08:52.117962,USER_0252,USER_0403,1405.03,Food,P2M,Jaipur,Android,PhonePe,11,2,0,0,1.8684075213432743,0.0,0,Web,Bangalore,1,1,0,751.9933333333333,671.9,1405.03,6
TXN_006152,2026-09-16 23:06:52.117962,USER_0252,USER_0747,325.1,Travel,P2M,Chennai,iOS,Google Pay,23,2,0,0,0.4323176623906241,0.0,0,Android,Jaipur,1,1,0,751.9933333333333,671.9,1405.03,6
TXN_007252,2026-09-17 17:26:52.117962,USER_0252,USER_0658,1203.96,Entertainment,P2P,Chennai,Android,BHIM,17,3,0,0,1.6010248317804237,0.0,0,iOS,Chennai,1,0,0,751.9933333333333,671.9,1405.03,6
TXN_000036,2026-09-12 17:10:52.117962,USER_0253,USER_0285,463.43,Entertainment,P2P,Kolkata,Web,Other,17,5,1,0,0.7008900455123407,0.0,0,,,0,0,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_000488,2026-09-13 00:42:52.117962,USER_0253,USER_0469,325.57,Grocery,P2P,Bangalore,Web,BHIM,0,6,1,1,0.4923910237089803,0.0,0,Web,Kolkata,0,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_000721,2026-09-13 04:35:52.117962,USER_0253,USER_0552,258.96,Healthcare,P2P,Mumbai,Web,Other,4,6,1,1,0.3916502733657202,0.0,0,Web,Bangalore,0,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_000840,2026-09-13 06:34:52.117962,USER_0253,USER_0110,1377.78,Grocery,P2P,Pune,Web,Paytm,6,6,1,0,2.083750052663817,0.0,0,Web,Mumbai,0,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_000987,2026-09-13 09:01:52.117962,USER_0253,USER_0086,2279.99,Food,P2P,Chennai,Web,PhonePe,9,6,1,0,3.4482495627552843,0.0,0,Web,Pune,0,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_001210,2026-09-13 12:44:52.117962,USER_0253,USER_0361,252.92,Education,P2P,Kolkata,Web,Google Pay,12,6,1,0,0.3825153967394886,0.0,0,Web,Chennai,0,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_003282,2026-09-14 23:16:52.117962,USER_0253,USER_0517,994.34,Travel,P2M,Bangalore,iOS,Google Pay,23,0,0,0,1.503836626577349,0.0,0,Web,Kolkata,1,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_003344,2026-09-15 00:18:52.117962,USER_0253,USER_0487,223.04,Shopping,P2M,Bangalore,iOS,Other,0,1,0,1,0.33732498058190546,0.0,0,iOS,Bangalore,0,0,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_006652,2026-09-17 07:26:52.117962,USER_0253,USER_0588,1004.77,Grocery,P2M,Bangalore,Web,BHIM,7,3,0,0,1.519610925122315,0.0,0,iOS,Bangalore,1,0,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_007768,2026-09-18 02:02:52.117962,USER_0253,USER_0147,191.94,Healthcare,P2M,Mumbai,Android,Paytm,2,4,0,1,0.290289440337567,0.0,0,Web,Bangalore,1,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_008414,2026-09-18 12:48:52.117962,USER_0253,USER_0216,175.99,Healthcare,P2M,Hyderabad,Web,Google Pay,12,4,0,0,0.26616671149842874,0.0,0,Android,Mumbai,1,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_008693,2026-09-18 17:27:52.117962,USER_0253,USER_0333,239.27,Entertainment,P2M,Hyderabad,iOS,Google Pay,17,4,0,0,0.36187118052292205,0.0,0,Web,Hyderabad,1,0,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_009112,2026-09-19 00:26:52.117962,USER_0253,USER_0136,325.26,Healthcare,P2M,Pune,iOS,Google Pay,0,5,1,1,0.4919221807033293,0.0,0,iOS,Hyderabad,0,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_009877,2026-09-19 13:11:52.117962,USER_0253,USER_0340,1143.57,Food,P2M,Hyderabad,Android,Google Pay,13,5,1,0,1.7295315999105525,0.0,0,iOS,Pune,1,1,0,661.2021428571428,325.41499999999996,2279.99,14
TXN_000371,2026-09-12 22:45:52.117962,USER_0254,USER_0144,287.33,Shopping,P2M,Mumbai,Android,PhonePe,22,5,1,0,0.45376671540416363,0.0,0,,,0,1,1,633.2108333333334,518.885,1648.16,12
TXN_000397,2026-09-12 23:11:52.117962,USER_0254,USER_0171,1222.14,Bills,P2P,Jaipur,Web,Paytm,23,5,1,0,1.9300680526364966,1.0,0,Android,Mumbai,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_000665,2026-09-13 03:39:52.117962,USER_0254,USER_0893,688.7,Entertainment,P2M,Chennai,iOS,BHIM,3,6,1,1,1.087631423446377,0.0,0,Web,Jaipur,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_001491,2026-09-13 17:25:52.117962,USER_0254,USER_0453,903.17,Travel,P2M,Bangalore,iOS,Google Pay,17,6,1,0,1.426333777717532,0.0,0,iOS,Chennai,0,1,0,633.2108333333334,518.885,1648.16,12
TXN_001532,2026-09-13 18:06:52.117962,USER_0254,USER_0299,224.27,Bills,P2P,Delhi,Android,Paytm,18,6,1,0,0.3541790319969783,1.0,0,iOS,Bangalore,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_003084,2026-09-14 19:58:52.117962,USER_0254,USER_0444,576.22,Healthcare,P2M,Pune,Android,Paytm,19,0,0,0,0.9099970652218257,0.0,0,Android,Delhi,0,1,0,633.2108333333334,518.885,1648.16,12
TXN_003329,2026-09-15 00:03:52.117962,USER_0254,USER_0403,461.55,Bills,P2P,Hyderabad,Android,Other,0,1,0,1,0.7289041433014016,0.0,0,Android,Pune,0,1,0,633.2108333333334,518.885,1648.16,12
TXN_003843,2026-09-15 08:37:52.117962,USER_0254,USER_0194,292.51,Grocery,P2M,Jaipur,iOS,Google Pay,8,1,0,0,0.4619472450592416,0.0,0,Android,Hyderabad,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_004056,2026-09-15 12:10:52.117962,USER_0254,USER_0958,50.04,Bills,P2M,Pune,Web,PhonePe,12,1,0,0,0.07902581157144868,0.0,0,iOS,Jaipur,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_005653,2026-09-16 14:47:52.117962,USER_0254,USER_0225,59.51,Education,P2P,Mumbai,Web,Other,14,2,0,0,0.09398133586364729,0.0,0,Web,Pune,0,1,0,633.2108333333334,518.885,1648.16,12
TXN_005724,2026-09-16 15:58:52.117962,USER_0254,USER_0793,1184.93,Healthcare,P2P,Kolkata,iOS,PhonePe,15,2,0,0,1.8713040548632431,0.0,0,Web,Mumbai,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_009734,2026-09-19 10:48:52.117962,USER_0254,USER_0712,1648.16,Grocery,P2P,Mumbai,Android,Google Pay,10,5,1,0,2.602861342917643,0.0,0,iOS,Kolkata,1,1,0,633.2108333333334,518.885,1648.16,12
TXN_004355,2026-09-15 17:09:52.117962,USER_0255,USER_0096,157.55,Grocery,P2M,Hyderabad,Web,BHIM,17,1,0,0,0.30985721590685605,0.0,0,,,0,0,0,508.46,528.29,819.71,4
TXN_005499,2026-09-16 12:13:52.117962,USER_0255,USER_0975,694.99,Travel,P2M,Hyderabad,iOS,Other,12,2,0,0,1.3668528497816939,0.0,0,Web,Hyderabad,1,0,0,508.46,528.29,819.71,4
TXN_007060,2026-09-17 14:14:52.117962,USER_0255,USER_0691,819.71,Healthcare,P2M,Pune,iOS,Paytm,14,3,0,0,1.6121425480863787,0.0,0,iOS,Hyderabad,0,1,0,508.46,528.29,819.71,4
TXN_008412,2026-09-18 12:46:52.117962,USER_0255,USER_0768,361.59,Healthcare,P2P,Mumbai,Web,PhonePe,12,4,0,0,0.7111473862250718,0.0,0,iOS,Pune,1,1,0,508.46,528.29,819.71,4
TXN_000493,2026-09-13 00:47:52.117962,USER_0256,USER_0075,536.19,Entertainment,P2P,Jaipur,Android,Paytm,0,6,1,1,0.6360943411223324,0.0,0,,,0,0,0,842.941,593.835,2236.73,10
TXN_000991,2026-09-13 09:05:52.117962,USER_0256,USER_0888,448.24,Food,P2P,Chennai,iOS,BHIM,9,6,1,0,0.53175726415016,0.0,0,Android,Jaipur,1,1,0,842.941,593.835,2236.73,10
TXN_001781,2026-09-13 22:15:52.117962,USER_0256,USER_0795,363.19,Bills,P2P,Kolkata,iOS,BHIM,22,6,1,0,0.4308605228598443,0.0,0,iOS,Chennai,0,1,0,842.941,593.835,2236.73,10
TXN_003630,2026-09-15 05:04:52.117962,USER_0256,USER_0416,223.93,Shopping,P2M,Jaipur,Android,Other,5,1,0,1,0.26565323077178593,0.0,0,iOS,Kolkata,1,1,0,842.941,593.835,2236.73,10
TXN_005582,2026-09-16 13:36:52.117962,USER_0256,USER_0303,744.9,Education,P2P,Hyderabad,Web,Other,13,2,0,0,0.883691741177615,0.0,0,Android,Jaipur,1,1,0,842.941,593.835,2236.73,10
TXN_006168,2026-09-16 23:22:52.117962,USER_0256,USER_0383,200.16,Education,P2M,Hyderabad,Android,Google Pay,23,2,0,0,0.23745434140704982,0.0,0,Web,Hyderabad,1,0,0,842.941,593.835,2236.73,10
TXN_006464,2026-09-17 04:18:52.117962,USER_0256,USER_0463,651.48,Entertainment,P2P,Bangalore,iOS,BHIM,4,3,0,1,0.7728654793158715,0.0,0,Android,Hyderabad,1,1,0,842.941,593.835,2236.73,10
TXN_006830,2026-09-17 10:24:52.117962,USER_0256,USER_0052,2236.73,Healthcare,P2M,Pune,Android,Other,10,3,0,0,2.6534834585101446,0.0,0,iOS,Bangalore,1,1,1,842.941,593.835,2236.73,10
TXN_007678,2026-09-18 00:32:52.117962,USER_0256,USER_0889,1593.0,Education,P2M,Pune,Android,Paytm,0,4,0,1,1.8898119797233732,0.0,0,Android,Pune,0,0,0,842.941,593.835,2236.73,10
TXN_009147,2026-09-19 01:01:52.117962,USER_0256,USER_0796,1431.59,Grocery,P2M,Kolkata,Android,Other,1,5,1,1,1.6983276409618229,0.0,0,Android,Pune,0,1,0,842.941,593.835,2236.73,10
TXN_001206,2026-09-13 12:40:52.117962,USER_0257,USER_0436,1367.1,Grocery,P2M,Jaipur,Android,BHIM,12,6,1,0,2.142293010398842,0.0,0,,,0,0,0,638.1479999999999,621.23,1367.1,5
TXN_002397,2026-09-14 08:31:52.117962,USER_0257,USER_0476,787.35,Education,P2M,Delhi,Web,Paytm,8,0,0,0,1.2338046973429364,0.0,0,Android,Jaipur,1,1,0,638.1479999999999,621.23,1367.1,5
TXN_002720,2026-09-14 13:54:52.117962,USER_0257,USER_0006,621.23,Travel,P2M,Chennai,Web,Paytm,13,0,0,0,0.9734889085290561,0.0,0,Web,Delhi,0,1,0,638.1479999999999,621.23,1367.1,5
TXN_004946,2026-09-16 03:00:52.117962,USER_0257,USER_0699,302.0,Travel,P2M,Jaipur,Android,Other,3,2,0,1,0.4732444511304588,0.0,0,Web,Chennai,1,1,0,638.1479999999999,621.23,1367.1,5
TXN_008415,2026-09-18 12:49:52.117962,USER_0257,USER_0171,113.06,Shopping,P2P,Hyderabad,iOS,Paytm,12,4,0,0,0.17716893259870753,0.0,0,Android,Jaipur,1,1,0,638.1479999999999,621.23,1367.1,5
TXN_000689,2026-09-13 04:03:52.117962,USER_0258,USER_0119,166.83,Bills,P2M,Mumbai,Android,Paytm,4,6,1,1,0.4470325682524614,0.0,0,,,0,0,0,373.19428571428574,332.13,1085.66,7
TXN_002272,2026-09-14 06:26:52.117962,USER_0258,USER_0608,185.83,Healthcare,P2M,Pune,iOS,PhonePe,6,0,0,0,0.49794438745042796,0.0,0,Android,Mumbai,1,1,0,373.19428571428574,332.13,1085.66,7
TXN_004595,2026-09-15 21:09:52.117962,USER_0258,USER_0714,1085.66,Travel,P2P,Bangalore,Web,PhonePe,21,1,0,0,2.909101348971811,0.0,0,iOS,Pune,1,1,0,373.19428571428574,332.13,1085.66,7
TXN_005996,2026-09-16 20:30:52.117962,USER_0258,USER_0989,387.53,Bills,P2P,Pune,iOS,Google Pay,20,2,0,0,1.0384135417783154,0.0,0,Web,Bangalore,1,1,0,373.19428571428574,332.13,1085.66,7
TXN_006626,2026-09-17 07:00:52.117962,USER_0258,USER_0852,332.13,Bills,P2P,Jaipur,Web,Google Pay,7,3,0,0,0.8899653952747706,0.0,0,iOS,Pune,1,1,0,373.19428571428574,332.13,1085.66,7
TXN_007718,2026-09-18 01:12:52.117962,USER_0258,USER_0166,55.26,Travel,P2P,Hyderabad,Web,PhonePe,1,4,0,1,0.1480730067831386,0.0,0,Web,Jaipur,0,1,0,373.19428571428574,332.13,1085.66,7
